,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,airbnb_near
31,Bitter Lake,47.7262358,-122.3487639,LA Fitness,47.726220978160725,-122.34335548155298,Gym / Fitness Center,0
32,Bitter Lake,47.7262358,-122.3487639,PetSmart,47.7242617,-122.3430347,Pet Store,0
33,Bitter Lake,47.7262358,-122.3487639,Victoria's Bridal Couture,47.72291331,-122.34587417,Boutique,0
34,Bitter Lake,47.7262358,-122.3487639,T-Mobile,47.72621620029837,-122.34462384000835,Mobile Phone Shop,0
35,Bitter Lake,47.7262358,-122.3487639,Starbucks,47.724334999999996,-122.3455,Coffee Shop,0
36,Bitter Lake,47.7262358,-122.3487639,Planet Fitness,47.725856898674834,-122.3462223072659,Gym / Fitness Center,0
37,Bitter Lake,47.7262358,-122.3487639,St. Vincent De Paul,47.72857338022771,-122.34554749452283,Thrift / Vintage Store,0
38,Bitter Lake,47.7262358,-122.3487639,Bitter Lake Playfield,47.72415014453521,-122.3491285797254,Athletics & Sports,0
39,Bitter Lake,47.7262358,-122.3487639,Ivar's,47.72643841558794,-122.3443335555426,Seafood Restaurant,0
40,Bitter Lake,47.7262358,-122.3487639,Style Hot Pot,47.72354610679425,-122.34702124660892,Hotpot Restaurant,0
41,Bitter Lake,47.7262358,-122.3487639,Master Chef,47.72471552635773,-122.34388700974111,Chinese Restaurant,0
42,Bitter Lake,47.7262358,-122.3487639,kiki bakery,47.724572076685476,-122.34395597986412,Bakery,0
43,Bitter Lake,47.7262358,-122.3487639,Aurora Donuts,47.72617868340571,-122.34544765266709,Donut Shop,0
44,Bitter Lake,47.7262358,-122.3487639,Grocery Outlet,47.724926308601496,-122.34653323786772,Grocery Store,0
45,Bitter Lake,47.7262358,-122.3487639,Burger King,47.724632960225385,-122.34544783830644,Fast Food Restaurant,0
46,Bitter Lake,47.7262358,-122.3487639,Baskin-Robbins,47.726207299434755,-122.34543748102652,Ice Cream Shop,0
47,Bitter Lake,47.7262358,-122.3487639,Pop Pop Thai Street Food,47.72610050355962,-122.34449543860077,Thai Restaurant,0
48,Bitter Lake,47.7262358,-122.3487639,Asian Food Center,47.724759945691204,-122.34369556245315,Grocery Store,0
49,Bitter Lake,47.7262358,-122.3487639,European Foods,47.72743795,-122.34469631,Eastern European Restaurant,0
50,Bitter Lake,47.7262358,-122.3487639,JoyFish,47.72472170941351,-122.34594959981227,Szechuan Restaurant,0
51,Bitter Lake,47.7262358,-122.3487639,Wells Fargo,47.7265003846582,-122.34571605920792,Bank,0
52,Bitter Lake,47.7262358,-122.3487639,Ross Dress for Less,47.72542935307069,-122.34682687451858,Clothing Store,0
53,Bitter Lake,47.7262358,-122.3487639,U.S. Bank ATM,47.723831193409126,-122.34380245951635,ATM,0
54,Bitter Lake,47.7262358,-122.3487639,Lindon Square Fitness Room,47.72815375,-122.34709984444444,Gym,0
55,Bitter Lake,47.7262358,-122.3487639,Jimmy John's,47.726049759239366,-122.34446134639255,Sandwich Place,0
56,Bitter Lake,47.7262358,-122.3487639,Dollar Tree,47.72506296085618,-122.34667219311315,Discount Store,0
57,North Beach ,47.6962103,-122.392362,Blue Ridge Beach Park,47.699010840418694,-122.39413534498136,Beach,4
58,North Beach ,47.6962103,-122.392362,Kayla Kaka,47.694631,-122.397847,Scenic Lookout,1
59,North Beach ,47.6962103,-122.392362,North Beach Park,47.694528948709,-122.38750060973491,Park,1
60,North Beach ,47.6962103,-122.392362,North Beach Beach Club,47.69895838377182,-122.39412676705784,Beach,4
61,Crown Hill,47.6947154,-122.37145859999998,Wild Mountain Cafe,47.69077875358803,-122.37455876932466,American Restaurant,0
62,Crown Hill,47.6947154,-122.37145859999998,Gourmet Latte,47.69416125541761,-122.3757177338358,Coffee Shop,4
63,Crown Hill,47.6947154,-122.37145859999998,Atlas Coffee Importers,47.690555863258965,-122.37372506316362,Coffee Shop,3
64,Crown Hill,47.6947154,-122.37145859999998,The Thirsty Fish,47.69521376887744,-122.37527285292576,Sports Bar,4
65,Crown Hill,47.6947154,-122.37145859999998,Crown Hill Pet Supply,47.69564161291368,-122.37463462852224,Pet Store,2
66,Crown Hill,47.6947154,-122.37145859999998,SUBWAY,47.694045687406295,-122.37640234761038,Sandwich Place,4
67,Crown Hill,47.6947154,-122.37145859999998,Petco,47.69380223034898,-122.37589311010498,Pet Store,4
68,Crown Hill,47.6947154,-122.37145859999998,Burrito Loco,47.69685924053192,-122.3721170425415,Mexican Restaurant,0
69,Crown Hill,47.6947154,-122.37145859999998,Baja Tacos & Beer,47.69683424779542,-122.37208538450965,Taco Place,0
70,Crown Hill,47.6947154,-122.37145859999998,Holy Grounds Coffee House,47.69445984810628,-122.37490417342809,Coffee Shop,4
71,Crown Hill,47.6947154,-122.37145859999998,Dick's Drive-In,47.696500433667595,-122.37174788240404,Burger Joint,1
72,Crown Hill,47.6947154,-122.37145859999998,Papa John's Pizza,47.69452860259097,-122.37503125502072,Pizza Place,4
73,Crown Hill,47.6947154,-122.37145859999998,Grocery Outlet,47.6928359984763,-122.37628160380409,Grocery Store,3
74,Greenwood,47.6909806,-122.3548773,Coindexter's,47.691591916116025,-122.35507513667616,Arcade,2
75,Greenwood,47.6909806,-122.3548773,The Cunning Crow Apothecary,47.6948,-122.35488000000001,Herbs & Spices Store,4
76,Greenwood,47.6909806,-122.3548773,La Conasupo,47.69106170847363,-122.35521414187436,Mexican Restaurant,1
77,Greenwood,47.6909806,-122.3548773,FlintCreek Cattle Co.,47.69055963316853,-122.35542071893995,Steakhouse,2
78,Greenwood,47.6909806,-122.3548773,The Olive & Grape,47.69084499763496,-122.35514050115623,Mediterranean Restaurant,2
79,Greenwood,47.6909806,-122.3548773,Razzi's Pizzeria,47.6911066364738,-122.35536215957266,Pizza Place,1
80,Greenwood,47.6909806,-122.3548773,Flying Bike Cooperative Brewery,47.69212276874949,-122.35517491863924,Brewery,2
81,Greenwood,47.6909806,-122.3548773,Hazel Salon & Organics,47.689256843699894,-122.35540307168868,Spa,5
82,Greenwood,47.6909806,-122.3548773,Stage Door Cafe,47.690654336244364,-122.35600016822211,Café,0
83,Greenwood,47.6909806,-122.3548773,Shanghai Room,47.692263316648685,-122.35511558854364,Lounge,2
84,Greenwood,47.6909806,-122.3548773,Top Ten Toys,47.691126357683046,-122.35704998869059,Bookstore,1
85,Greenwood,47.6909806,-122.3548773,Monkey Grind Espresso Bar,47.690658571798046,-122.35136264389898,Coffee Shop,3
86,Greenwood,47.6909806,-122.3548773,Stacia's Gourmet Pizza and Pasta,47.69050157313432,-122.36102827492348,Pizza Place,1
87,Greenwood,47.6909806,-122.3548773,Dreamstrands Comics and Collectibles,47.6906343647936,-122.35737119790863,Comic Shop,1
88,Greenwood,47.6909806,-122.3548773,Diva Espresso,47.68691015892666,-122.3551421192053,Coffee Shop,5
89,Greenwood,47.6909806,-122.3548773,Starbucks,47.69170754629118,-122.35887839359094,Coffee Shop,2
90,Greenwood,47.6909806,-122.3548773,Starbucks,47.692738872901316,-122.3552608321382,Coffee Shop,2
91,Greenwood,47.6909806,-122.3548773,Couth Buzzard Books,47.68950915071044,-122.35513244773722,Bookstore,4
92,Greenwood,47.6909806,-122.3548773,Taqueria Tequila,47.690410866313975,-122.36079979248915,Mexican Restaurant,1
93,Greenwood,47.6909806,-122.3548773,Chocolati Greenwood,47.689731677376884,-122.3556025434268,Coffee Shop,2
94,Greenwood,47.6909806,-122.3548773,The Lash and Wax Boutique,47.69049438,-122.35181019999999,Spa,3
95,Greenwood,47.6909806,-122.3548773,Hummus Cafe,47.690590295803176,-122.3552409109078,Middle Eastern Restaurant,3
96,Greenwood,47.6909806,-122.3548773,Murray's Cheese,47.69088476066397,-122.35922625070627,Cheese Shop,2
97,Greenwood,47.6909806,-122.3548773,Fred Meyer,47.691918799999996,-122.35907890000001,Supermarket,2
98,Greenwood,47.6909806,-122.3548773,North Star Diner,47.692301262695395,-122.35509140966862,Diner,2
99,Greenwood,47.6909806,-122.3548773,The Pocket Theater,47.689573907411386,-122.35510818410013,Theater,4
100,Greenwood,47.6909806,-122.3548773,The Yard Cafe,47.689550278721846,-122.35549240832096,Bar,3
101,Greenwood,47.6909806,-122.3548773,Georgia's Greek Restaurant & Deli,47.69033787413085,-122.35946286850836,Greek Restaurant,1
102,Greenwood,47.6909806,-122.3548773,Redbox,47.69034255789471,-122.35945364230423,Video Store,1
103,Greenwood,47.6909806,-122.3548773,North Seattle Boys & Girls Club,47.69211479467258,-122.35011568919292,Athletics & Sports,3
104,Greenwood,47.6909806,-122.3548773,Mud Bay,47.69163524626907,-122.3576229109493,Pet Store,1
105,Greenwood,47.6909806,-122.3548773,Coyle's Bakeshop,47.68923621524943,-122.35517011723962,Bakery,4
106,Greenwood,47.6909806,-122.3548773,Ladywell's Vitality Spa & Sauna,47.69141204539849,-122.35739042430748,Spa,1
107,Greenwood,47.6909806,-122.3548773,Gorditos,47.6905423106435,-122.35573931883448,Mexican Restaurant,2
108,Greenwood,47.6909806,-122.3548773,Gainsbourg,47.69142155514444,-122.35514729320127,French Restaurant,2
109,Greenwood,47.6909806,-122.3548773,I Do Bridal,47.69065241364169,-122.3528250905546,Bridal Shop,4
110,Greenwood,47.6909806,-122.3548773,The Cozy Nut Tavern,47.69054729248996,-122.35679530990541,Bar,0
111,Greenwood,47.6909806,-122.3548773,American Dance Institute,47.68719605320457,-122.35562015881888,Dance Studio,3
112,Greenwood,47.6909806,-122.3548773,The Angry Beaver,47.69026830186801,-122.35509724015354,Sports Bar,3
113,Greenwood,47.6909806,-122.3548773,Green Bean Coffeehouse,47.69133229537502,-122.3555159755155,Coffee Shop,1
114,Greenwood,47.6909806,-122.3548773,The Fiber Gallery,47.688970442596435,-122.35524773244775,Arts & Crafts Store,4
115,Greenwood,47.6909806,-122.3548773,Urban Light Studios,47.691616293643314,-122.35590854842856,Event Space,0
116,Greenwood,47.6909806,-122.3548773,Greenwood Space Travel Supply Co.,47.690371184495646,-122.35509604283871,Toy / Game Store,3
117,Greenwood,47.6909806,-122.3548773,Greenwood Park,47.69314988016651,-122.35081024017441,Playground,6
118,Greenwood,47.6909806,-122.3548773,Valhalla Sandwiches,47.68858204789275,-122.35509863221664,Sandwich Place,6
119,Northgate,47.713153399999996,-122.3212307,Gyro Hut,47.70946203342882,-122.3202381978451,Greek Restaurant,1
120,Northgate,47.713153399999996,-122.3212307,WW (Weight Watchers),47.70960750225303,-122.31891590388562,Weight Loss Center,1
121,Northgate,47.713153399999996,-122.3212307,Big 5 Sporting Goods,47.709583143152706,-122.31997067046863,Sporting Goods Shop,1
122,Northgate,47.713153399999996,-122.3212307,Greenlake Jewelry Works,47.708819444046256,-122.32102279105015,Jewelry Store,0
123,Northgate,47.713153399999996,-122.3212307,Hubbard Homestead Park,47.7099925593979,-122.32460975646973,Park,0
124,Northgate,47.713153399999996,-122.3212307,Party @ Display & Costume,47.7098562543983,-122.31846100844366,Arts & Crafts Store,1
125,Northgate,47.713153399999996,-122.3212307,T.J. Maxx,47.7094038983558,-122.318446170629,Department Store,1
126,Northgate,47.713153399999996,-122.3212307,Hot Yoga Inc.,47.709654132862816,-122.31979705908856,Yoga Studio,1
127,Northgate,47.713153399999996,-122.3212307,Pacific Fabrics,47.709566313517506,-122.31954605581707,Arts & Crafts Store,1
128,Northgate,47.713153399999996,-122.3212307,Starbucks,47.70870573943246,-122.32133339227073,Coffee Shop,0
129,Northgate,47.713153399999996,-122.3212307,Batteries Plus Bulbs,47.70868714,-122.32177959999999,Other Repair Shop,0
130,Northgate,47.713153399999996,-122.3212307,Redbox,47.709369,-122.317851,Video Store,1
131,Northgate,47.713153399999996,-122.3212307,Domino's Pizza,47.70945027655017,-122.32355254321645,Pizza Place,0
132,Northgate,47.713153399999996,-122.3212307,Yo Swirl,47.7147699328407,-122.31906707321184,Dessert Shop,0
133,Northgate,47.713153399999996,-122.3212307,Baskin-Robbins,47.70958172451543,-122.31923012067278,Ice Cream Shop,1
134,Northgate,47.713153399999996,-122.3212307,Ahadu,47.71244432680121,-122.32419732541462,Ethiopian Restaurant,1
135,Northgate,47.713153399999996,-122.3212307,Chase Bank,47.708867,-122.32216799999999,Bank,0
136,Northgate,47.713153399999996,-122.3212307,Men's Wearhouse,47.70882663637383,-122.32289046049118,Men's Store,0
137,Northgate,47.713153399999996,-122.3212307,Taco Del Mar,47.70928491640742,-122.32034780905316,Taco Place,0
138,Northgate,47.713153399999996,-122.3212307,Quality Sewing & Vacuum,47.70959061,-122.31904303,Hobby Shop,1
139,Northgate,47.713153399999996,-122.3212307,Pinehurst Playground,47.71475045834681,-122.31906101179995,Playground,0
140,Northgate,47.713153399999996,-122.3212307,Great Dog,47.711213448262264,-122.31796531882387,Pet Service,4
141,Northgate,47.713153399999996,-122.3212307,BARK! espresso,47.71134662428971,-122.31809885315737,Dog Run,5
142,Haller Lake,47.72078079999999,-122.3304243,Haller Lake,47.71957885071066,-122.3340940475464,Lake,0
143,Haller Lake,47.72078079999999,-122.3304243,Northacres Spraypark,47.72208231994353,-122.32843973439873,Playground,1
144,Haller Lake,47.72078079999999,-122.3304243,Seattle Dog Barkery,47.72309965037053,-122.32875880863705,Food Truck,1
145,Haller Lake,47.72078079999999,-122.3304243,Northacres Off-Leash Dog Park,47.722035651547706,-122.32592430488758,Dog Run,0
146,Haller Lake,47.72078079999999,-122.3304243,The Bridge Coffee House,47.7174287657346,-122.33227512702229,Coffee Shop,0
147,Haller Lake,47.72078079999999,-122.3304243,Northacres Park,47.721684682164906,-122.3285549667155,Park,2
148,Pinehurst,47.6038321,-122.3300624,Bill Speidel's Underground Tour,47.60215142713486,-122.3339799842262,Tour Provider,28
149,Pinehurst,47.6038321,-122.3300624,The J & M Cafe,47.60086633428912,-122.33429473285466,Bar,37
150,Pinehurst,47.6038321,-122.3300624,Mod Pizza,47.600401,-122.333051,Pizza Place,30
151,Pinehurst,47.6038321,-122.3300624,Cocoa Banana,47.602905939952834,-122.33372838696016,Salad Place,20
152,Pinehurst,47.6038321,-122.3300624,Stockbox First Hill Grocery,47.60562938265011,-122.32446435869734,Food & Drink Shop,1
153,Pinehurst,47.6038321,-122.3300624,Coffee Tree & Poke,47.605903000000005,-122.32532900000001,Poke Place,4
154,Pinehurst,47.6038321,-122.3300624,Tulio Ristorante,47.60745965552962,-122.33241029083729,Italian Restaurant,4
155,Pinehurst,47.6038321,-122.3300624,Specialty’s Café & Bakery,47.60751624142706,-122.32929153031284,Bakery,62
156,Pinehurst,47.6038321,-122.3300624,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,5
157,Pinehurst,47.6038321,-122.3300624,Rudy's Barbershop,47.601333190859506,-122.33425357843744,Salon / Barbershop,33
158,Pinehurst,47.6038321,-122.3300624,The Belfry,47.5996961354502,-122.330135893132,Antique Shop,17
159,Pinehurst,47.6038321,-122.3300624,SUBWAY,47.605738633519294,-122.32432027511692,Sandwich Place,1
160,Pinehurst,47.6038321,-122.3300624,Outlier,47.60694788656578,-122.33407258987428,New American Restaurant,3
161,Pinehurst,47.6038321,-122.3300624,Cafe Nordo,47.6000647139328,-122.33362390719242,Indie Theater,36
162,Pinehurst,47.6038321,-122.3300624,Pioneer Pet Feed & Supply,47.60088373457282,-122.33488107891348,Pet Store,37
163,Pinehurst,47.6038321,-122.3300624,The London Plane,47.600040349455035,-122.33280340774151,Café,25
164,Pinehurst,47.6038321,-122.3300624,The Bar Shoppe,47.6017370522256,-122.3331297391518,Cocktail Bar,26
165,Pinehurst,47.6038321,-122.3300624,Magic Mouse Toys,47.601888,-122.3345045,Toy / Game Store,32
166,Pinehurst,47.6038321,-122.3300624,Good Bar,47.60011606018804,-122.33159713800079,Cocktail Bar,10
167,Pinehurst,47.6038321,-122.3300624,The Refit Komplex,47.60532308446723,-122.32443230338505,Gym,1
168,Pinehurst,47.6038321,-122.3300624,Al Boccalino,47.60173713833,-122.33587321130415,Italian Restaurant,31
169,Pinehurst,47.6038321,-122.3300624,Smith Tower,47.60185791150136,-122.33215205034296,Building,15
170,Pinehurst,47.6038321,-122.3300624,Market Fresh,47.60549706799013,-122.3338753125074,Salad Place,7
171,Pinehurst,47.6038321,-122.3300624,Diva Espresso,47.6051195898032,-122.32417597017948,Coffee Shop,1
172,Pinehurst,47.6038321,-122.3300624,Cafe Paloma,47.601786891885425,-122.33453590919352,Mediterranean Restaurant,31
173,Pinehurst,47.6038321,-122.3300624,Piroshki on 3rd Ave,47.60376806302969,-122.33225559408967,Eastern European Restaurant,8
174,Pinehurst,47.6038321,-122.3300624,The Meyer,47.600950195185796,-122.33326645876556,Nightclub,33
175,Pinehurst,47.6038321,-122.3300624,Merchants Cafe & Saloon,47.60180881730884,-122.3334346554722,Burger Joint,28
176,Pinehurst,47.6038321,-122.3300624,Columbia Center Observation Deck (Sky View Observatory),47.604594974124936,-122.33081640007372,Scenic Lookout,5
177,Pinehurst,47.6038321,-122.3300624,Harborview Gift Shop,47.603982180959775,-122.32416670057808,Gift Shop,0
178,Pinehurst,47.6038321,-122.3300624,Great State Burger,47.60638602755528,-122.3348250560314,Burger Joint,12
179,Pinehurst,47.6038321,-122.3300624,Storyville Coffee Company,47.604759232051656,-122.33636210125788,Coffee Shop,47
180,Pinehurst,47.6038321,-122.3300624,YMCA,47.605684562445525,-122.33247492105406,Gym,7
181,Pinehurst,47.6038321,-122.3300624,Pizza Pro,47.60142181530575,-122.33276379722038,Pizza Place,26
182,Pinehurst,47.6038321,-122.3300624,joybento,47.60548380864968,-122.3343610577397,Japanese Restaurant,11
183,Pinehurst,47.6038321,-122.3300624,Casco Antiguo,47.60116537635896,-122.33301339810762,Mexican Restaurant,30
184,Pinehurst,47.6038321,-122.3300624,Damn the Weather,47.601004162802,-122.334119031303,Cocktail Bar,38
185,Pinehurst,47.6038321,-122.3300624,Flatstick Pub,47.600143200000005,-122.3310024,Beer Bar,8
186,Pinehurst,47.6038321,-122.3300624,Kigo Kitchen,47.60155478035553,-122.33425286632,Asian Restaurant,30
187,Pinehurst,47.6038321,-122.3300624,Poke Alice,47.60583556360035,-122.3356464386223,Poke Place,35
188,Pinehurst,47.6038321,-122.3300624,Hole in the Wall Barbecue,47.602524615934364,-122.33200931101842,BBQ Joint,11
189,Pinehurst,47.6038321,-122.3300624,Coffee Tree,47.60738843604867,-122.32800294217752,Coffee Shop,55
190,Pinehurst,47.6038321,-122.3300624,Il Corvo,47.60252187796596,-122.33195233639914,Italian Restaurant,10
191,Pinehurst,47.6038321,-122.3300624,The Halal Guys,47.60182431485794,-122.33358371062513,Halal Restaurant,28
192,Pinehurst,47.6038321,-122.3300624,Tsukushinbo,47.59996315315612,-122.32687778842212,Japanese Restaurant,21
193,Pinehurst,47.6038321,-122.3300624,Manu's Bodega,47.601624579555704,-122.32965340885107,Caribbean Restaurant,9
194,Pinehurst,47.6038321,-122.3300624,Amazon Go,47.60598544464592,-122.33139945825613,Convenience Store,10
195,Pinehurst,47.6038321,-122.3300624,Slate Coffee,47.60226958101576,-122.33254930945152,Coffee Shop,15
196,Pinehurst,47.6038321,-122.3300624,Smith Tower Observation Deck,47.60187700905276,-122.33186550011222,Scenic Lookout,13
197,Pinehurst,47.6038321,-122.3300624,Sprout Salads,47.60201835603598,-122.33233112176576,Salad Place,15
198,Pinehurst,47.6038321,-122.3300624,Elm Coffee Roasters,47.600152370806754,-122.33094380272051,Coffee Shop,9
199,Pinehurst,47.6038321,-122.3300624,Metropolitan Grill,47.604617106881044,-122.33427985479376,Steakhouse,20
200,Pinehurst,47.6038321,-122.3300624,Fireworks,47.600423297318706,-122.33414267711822,Arts & Crafts Store,39
201,Pinehurst,47.6038321,-122.3300624,Caffe Vita,47.60091883355789,-122.3293074433445,Café,12
202,Pinehurst,47.6038321,-122.3300624,Polar Bar,47.603783411480094,-122.33151851795729,Hotel Bar,4
203,Pinehurst,47.6038321,-122.3300624,Sushi Kanpai,47.60744771413414,-122.32804463671567,Sushi Restaurant,56
204,Pinehurst,47.6038321,-122.3300624,Fuji Sushi,47.59997889966002,-122.32677392215834,Japanese Restaurant,22
205,Pinehurst,47.6038321,-122.3300624,Cafe Hitchcock,47.60392335308864,-122.33515922714106,Café,33
206,Pinehurst,47.6038321,-122.3300624,All Water Seafood & Oyster Bar,47.60513271,-122.33614927,Seafood Restaurant,49
207,Pinehurst,47.6038321,-122.3300624,Japantown,47.6010797097214,-122.33386768961327,Japanese Restaurant,36
208,Pinehurst,47.6038321,-122.3300624,Pioneer Square,47.60197664740385,-122.33389589387258,Park,28
209,Pinehurst,47.6038321,-122.3300624,I Heart Sushi,47.60170027724413,-122.33336727675102,Sushi Restaurant,28
210,Pinehurst,47.6038321,-122.3300624,Naramore Fountain,47.60644075747364,-122.32936128625583,Fountain,33
211,Pinehurst,47.6038321,-122.3300624,Potbelly Sandwich Shop,47.606544,-122.33511999999999,Sandwich Place,20
212,Pinehurst,47.6038321,-122.3300624,Cafe Zum Zum,47.604823594278535,-122.33341450759151,Indian Restaurant,14
213,Pinehurst,47.6038321,-122.3300624,The Underground,47.600898184523814,-122.33303150814028,Nightclub,31
214,Pinehurst,47.6038321,-122.3300624,Delicatus,47.60157874689764,-122.33425268668032,Deli / Bodega,30
215,Pinehurst,47.6038321,-122.3300624,Salt Room Yoga,47.600140586834975,-122.33365832088505,Yoga Studio,36
216,Pinehurst,47.6038321,-122.3300624,Lobby Court Lounge,47.606908012774106,-122.33066294020566,Hotel Bar,29
217,Pinehurst,47.6038321,-122.3300624,Smith Tower Observation Bar,47.60201211476762,-122.33179258432051,Cocktail Bar,12
218,Pinehurst,47.6038321,-122.3300624,Top Pot Doughnuts,47.60402274781788,-122.33249924364945,Donut Shop,13
219,Pinehurst,47.6038321,-122.3300624,Sake Nomi,47.6009417572099,-122.33513542277242,Sake Bar,36
220,Pinehurst,47.6038321,-122.3300624,Juicy Cafe,47.604329354663065,-122.33095816698338,Café,4
221,Pinehurst,47.6038321,-122.3300624,Flame Catering Cafe,47.60221243024488,-122.33081952121559,Café,8
222,Pinehurst,47.6038321,-122.3300624,Cherry Street Public House,47.600450463452574,-122.33290772884978,Coffee Shop,30
223,Pinehurst,47.6038321,-122.3300624,Utilikilts,47.60248848510971,-122.3341939529418,Clothing Store,27
224,Pinehurst,47.6038321,-122.3300624,Columbia Tower Club,47.60450651693834,-122.33048379421234,Social Club,5
225,Pinehurst,47.6038321,-122.3300624,Retro Coffee,47.606662,-122.331461,Coffee Shop,14
226,Pinehurst,47.6038321,-122.3300624,Collins Pub,47.602081361788684,-122.3324258202165,Pub,16
227,Pinehurst,47.6038321,-122.3300624,Tat's Delicatessen,47.601901016106545,-122.3324232258795,Sandwich Place,19
228,Pinehurst,47.6038321,-122.3300624,Cherry Street Coffee House,47.602767368983095,-122.33415096584942,Coffee Shop,26
229,Pinehurst,47.6038321,-122.3300624,Homegrown Sustainable Sandwich Shop,47.60473944873601,-122.33463358404184,Sandwich Place,22
230,Pinehurst,47.6038321,-122.3300624,Grand Central Bakery,47.6003390934002,-122.33335862800976,Bakery,33
231,Pinehurst,47.6038321,-122.3300624,Julie's Garden,47.60181329521781,-122.33503636712572,Chinese Restaurant,34
232,Pinehurst,47.6038321,-122.3300624,Occidental Square,47.60107551122758,-122.33378655295799,Plaza,34
233,Pinehurst,47.6038321,-122.3300624,Renaissance Fitness Center,47.60680445643778,-122.33071665438734,Gym,26
234,Pinehurst,47.6038321,-122.3300624,Ferry Noodle House,47.603855123880884,-122.335833329836,Thai Restaurant,33
235,Pinehurst,47.6038321,-122.3300624,Bon Voyage Vintage,47.60091837638921,-122.33370535532684,Thrift / Vintage Store,36
236,Pinehurst,47.6038321,-122.3300624,The Central Saloon,47.60060405603378,-122.33426442258528,Dive Bar,38
237,Pinehurst,47.6038321,-122.3300624,Comedy Underground,47.60076175082408,-122.33383910920895,Comedy Club,39
238,Pinehurst,47.6038321,-122.3300624,Custom Smoothie,47.603302664403465,-122.33352102292885,Smoothie Shop,18
239,Pinehurst,47.6038321,-122.3300624,The Estates Wine Room,47.599795054791635,-122.33293131497436,Wine Bar,26
